iter	RMSE
297	317.3198136
298	316.5351067
299	316.0169654
300	315.0490392
301	314.6806058
302	314.0930245
303	313.622974
304	313.274311
305	313.0511499
306	312.7574935
307	312.4126313
308	311.8191147
309	311.6577298
310	311.1985659
311	310.1149884
312	309.8650811
313	309.6028484
314	308.9752033
315	308.6447693
316	308.4844272
317	308.0668437
318	307.5811608
319	307.1442758
320	306.7763036
321	306.4257367
322	306.242508
323	306.0225657
324	305.5983849
325	305.4553893
326	305.1525609
327	304.6193684
328	304.3598602
329	304.1964272
330	303.7801201
331	302.9985281
332	302.7719768
333	302.3582709
334	302.1083789
335	301.7842688
336	301.2288702
337	300.8620048
338	300.6124241
339	300.40299
340	300.1942918
341	299.957101
342	299.6520232
343	299.2532285
344	298.8014432
345	298.245961
346	297.8203982
347	297.6534685
348	296.8525831
349	296.6490592
350	296.5162383
351	296.2439211
352	295.6478731
353	294.6808336
354	294.4872938
355	293.6782964
356	293.2648979
357	292.8293709
358	292.2324074
359	291.6389586
360	291.3852998
361	291.2059429
362	290.9895677
363	290.3271186
364	289.9719703
365	289.8329394
366	289.1304852
367	288.9722177
368	288.5134011
369	288.1718385
370	287.7884914
371	287.4123198
372	287.265513
373	287.0442593
374	286.6393072
375	286.1923976
376	286.0875534
377	285.9475226
378	285.6994857
379	285.598715
380	285.4664925
381	285.0812876
382	284.619483
383	284.2506306
384	284.1015212
385	283.7537777
386	283.4967997
387	282.8087752
388	282.4899324
389	281.9307899
390	281.7339962
391	281.5686123
392	281.4733206
393	281.2313819
394	281.1150645
395	280.8336644
396	280.6653802
397	280.0702968
398	279.7328042
399	279.1855019
400	279.0406009
401	278.7155668
402	278.3965948
403	277.8065941
404	277.6777186
405	276.9923939
406	276.7353915
407	275.9771214
408	275.5172365
409	275.1517478
410	274.9307102
411	274.7947058
412	274.0638531
413	273.3140466
414	273.1038433
415	272.7641889
416	272.6162359
417	272.1530295
418	271.6747388
419	270.9036196
420	270.7137934
421	270.4894774
422	269.8024818
423	269.4159875
424	268.6982482
425	268.1986176
426	268.0999336
427	267.9607101
428	267.7942896
429	267.5370065
430	267.0903312
431	266.8502117
432	266.5879403
433	266.5406523
434	266.4453626
435	265.6611265
436	265.5690165
437	264.7217163
438	264.4367836
439	264.1393161
440	263.7354866
441	263.3759046
442	262.6950067
443	262.0566835
444	261.3820468
445	261.0750109
446	260.5896182
447	260.3015256
448	259.929285
449	259.4161296
450	259.1657252
451	258.7844095
452	258.5423859
453	257.8198837
454	257.6452703
455	256.8971737
456	256.3919847
457	256.2291425
458	256.007291
459	255.7229729
460	255.6594384
461	254.8979269
462	254.5412586
463	253.8691288
464	253.215137
465	252.5851996
466	252.3638689
467	252.159781
468	251.7174644
469	251.1598604
470	250.8348975
471	250.3060549
472	249.9726629
473	249.7566119
474	249.5825298
475	249.4971905
476	249.4046562
477	249.1153958
478	248.7943266
479	248.4110892
480	248.2195007
481	247.6893915
482	247.4138696
483	246.9559159
484	246.8066982
485	246.7675127
486	246.2711731
487	245.8614367
488	245.4359907
489	245.3710299
490	244.8954589
491	244.3964984
492	243.8547981
493	243.321192
494	242.982396
495	242.6369606
496	242.3468885
497	241.5026262
498	241.0946403
499	241.0278019
500	240.8930266
501	240.2560643
502	239.8154234
503	239.543902
504	239.1521735
505	238.8574372
506	238.7820982
507	238.1330799
508	237.5666276
509	237.1692321
510	236.9387716
511	236.409507
512	236.3231642
513	235.9154927
514	235.2887661
515	235.193619
516	234.6831666
517	234.2215754
518	233.9904882
519	233.5171539
520	232.9896962
521	232.9061811
522	232.7556403
523	232.0097922
524	231.6338272
525	231.4704798
526	231.0448947
527	230.8115408
528	230.7395664
529	230.6213221
530	230.3114338
531	229.9064949
532	229.5265022
533	229.0412076
534	228.9586136
535	228.4986384
536	228.2180998
537	227.7287648
538	227.6347158
539	227.2191615
540	226.9016277
541	226.5103189
542	226.1191716
543	225.7450275
544	225.5956135
545	225.1140664
546	224.807543
547	224.4901417
548	223.9564811
549	223.7391547
550	223.3473696
551	222.7085682
552	222.5825515
553	222.0350115
554	221.9445542
555	221.7967358
556	221.2538274
557	221.0714837
558	220.9116154
559	220.410462
560	220.0200115
561	219.6739394
562	219.1214536
563	218.5520847
564	218.3124895
565	218.1727411
566	217.7485711
567	217.3424772
568	216.9231606
569	216.5823729
570	216.0712301
571	215.6780669
572	215.2056693
573	214.9155618
574	214.5738387
575	214.0169075
576	213.789624
577	213.2984416
578	213.1052932
579	212.8651372
580	212.2541548
581	211.8528566
582	211.4845146
583	211.1588891
584	211.0623653
585	210.849791
586	210.4137811
587	210.1816273
588	209.8170323
589	209.4462663
590	208.9715608
591	208.6940069
592	208.5220072
593	208.0679188
594	207.9533085
595	207.7323198
596	207.4392396
597	207.0975937
598	206.6238221
599	206.2225392
600	205.7348956
601	205.4188293
602	205.1012216
603	204.6760311
604	204.3036591
605	204.0307695
606	203.8535898
607	203.3237795
608	203.0415025
609	202.6756588
610	202.5347994
611	202.436469
612	202.2924518
613	201.7435497
614	201.2585072
615	200.9525429
616	200.8664381
617	200.7704013
618	200.412493
619	199.8496876
620	199.6000283
621	199.3328794
622	199.0506487
623	198.5518883
624	198.4291103
625	198.1660591
626	197.7268318
627	197.4612924
628	197.2074021
629	196.9046128
630	196.6060823
631	196.2222
632	195.9995316
633	195.6150595
634	195.1854347
635	195.039828
636	194.7906114
637	194.6450462
638	194.2728634
639	193.9987118
640	193.7821554
641	193.6114186
642	193.1898849
643	192.8697767
644	192.5680523
645	192.2039938
646	192.0262005
647	191.9693035
648	191.7645118
649	191.6648935
650	191.2978589
651	191.1574483
652	191.0099443
653	190.7907925
654	190.5047165
655	190.132716
656	189.6414239
657	189.3338448
658	189.055915
659	188.8125257
660	188.5290358
661	188.285879
662	188.0651325
663	187.5949725
664	187.3045125
665	187.1587775
666	187.0784145
667	186.8406241
668	186.4959337
669	186.2199798
670	185.8874286
671	185.6944554
672	185.468979
673	185.2142744
674	184.9853386
675	184.9307137
676	184.5683986
677	184.1943491
678	184.0267231
679	183.6974044
680	183.2777856
681	183.0701328
682	182.8430798
683	182.6091182
684	182.4393179
685	182.3178786
686	181.8934334
687	181.5830746
688	181.2286027
689	181.052647
690	180.8823037
691	180.7112753
692	180.4646341
693	180.3047621
694	179.9461448
695	179.614979
696	179.2719461
697	179.0645522
698	178.9566331
699	178.8670414
700	178.521918
701	178.2593795
702	178.1590866
703	177.8388813
704	177.5449279
705	177.33245
706	177.0341401
707	176.9845792
708	176.8227701
709	176.6063067
710	176.3430325
711	176.1606195
712	175.842658
713	175.7496666
714	175.4782892
715	175.3022604
716	175.0540269
717	174.7796833
718	174.4726899
719	174.0953884
720	173.71682
721	173.5374491
722	173.3000631
723	172.9312165
724	172.7387383
725	172.3931779
726	172.2953246
727	172.1663534
728	172.0368796
729	171.6805126
730	171.4138175
731	171.3777948
732	171.2595303
733	170.9614819
734	170.7082155
735	170.4916231
736	170.3685349
737	170.2095932
738	170.1600096
739	169.8839473
740	169.7700413
741	169.3789761
742	169.0467053
743	168.8313493
744	168.5006495
745	168.3240222
746	168.0349026
747	167.9747573
748	167.7371319
749	167.6328811
750	167.3710515
751	167.3423253
752	167.2116858
753	167.1817581
754	167.0842878
755	166.8846431
756	166.7520728
757	166.5807088
758	166.3582556
759	166.1090347
760	165.8786533
761	165.8256966
762	165.569106
763	165.3742188
764	165.2500169
765	165.1197631
766	164.8318193
767	164.6040822
768	164.5406374
769	164.4477246
770	164.3962052
771	164.1493595
772	164.0557908
773	163.8155914
774	163.7343418
775	163.670195
776	163.3269498
777	163.2443103
778	163.201717
779	163.1393206
780	162.6571315
781	162.5922929
782	162.4482869
783	162.3189535
784	162.0936101
785	161.956329
786	161.5701929
787	161.3401438
788	161.1302717
789	160.9464048
790	160.7104998
791	160.5328608
792	160.3103446
793	160.2103785
794	159.8924471
795	159.8124721
796	159.6537944
797	159.4120196
798	159.112608
799	158.9377735
800	158.7428386
801	158.6437132
802	158.508368
803	158.1231459
804	157.9912007
805	157.9413137
806	157.7339941
807	157.5807394
808	157.5143576
809	157.282096
810	157.0208941
811	156.9269737
812	156.7822421
813	156.5834292
814	156.4571713
815	156.3344292
816	156.25846
817	156.0524395
818	155.7481491
819	155.6779087
820	155.3918976
821	155.3073226
822	155.1833572
823	154.7871187
824	154.5203438
825	154.4769112
826	154.4066887
827	154.1948912
828	154.0150988
829	153.8845353
830	153.6978908
831	153.6488715
832	153.3841253
833	153.2392434
834	153.0711708
835	152.8613463
836	152.7923526
837	152.7492306
838	152.6230246
839	152.3550809
840	152.0588968
841	151.8601969
842	151.7989641
843	151.7285031
844	151.5571773
845	151.1063185
846	150.9171342
847	150.8077428
848	150.5214398
849	150.3933869
850	150.2814284
851	150.0927844
852	149.9786049
853	149.7814752
854	149.523474
855	149.1216696
856	148.9501944
857	148.6965119
858	148.3502311
859	148.1756405
860	147.8935089
861	147.7579979
862	147.4850304
863	147.2481739
864	147.2010654
865	147.154465
866	146.9650069
867	146.7064198
868	146.6357622
869	146.4370749
870	146.2098246
871	146.0985721
872	145.8682759
873	145.6550524
874	145.5167128
875	145.4848041
876	145.4279752
877	145.3191797
878	145.1543281
879	144.9086676
880	144.6988185
881	144.5765782
882	144.4110004
883	144.1835804
884	144.092896
885	144.056153
886	144.0131602
887	143.9020396
888	143.6775689
889	143.5389744
890	143.4453495
891	143.3100091
892	143.0432545
893	142.850309
894	142.7773717
895	142.4850015
896	142.2818769
897	142.2200421
898	142.1198958
899	141.9563922
900	141.75602
901	141.7045017
902	141.4998793
903	141.1583858
904	141.1148047
905	141.0181347
906	140.9262562
907	140.6283747
908	140.4643735
909	140.3016824
910	140.265686
911	140.2384076
912	140.056499
913	139.8452098
914	139.7169955
915	139.5812225
916	139.4340475
917	139.2237738
918	139.109074
919	138.8113853
920	138.7757312
921	138.603298
922	138.5713381
923	138.4382304
924	138.3961564
925	137.8863325
926	137.7783505
927	137.6134969
928	137.5560014
929	137.4820626
930	137.3318539
931	136.9535827
932	136.8099589
933	136.7366337
934	136.5104992
935	136.3025538
936	136.2543473
937	136.2084565
938	136.0569216
939	135.9738391
940	135.8636762
941	135.6300645
942	135.525411
943	135.2469557
944	135.0421412
945	134.9335661
946	134.7316538
947	134.5799311
948	134.450914
949	134.3741103
950	134.3263644
951	134.126927
952	134.0269534
953	133.7969341
954	133.7025031
955	133.418391
956	133.1711101
957	132.9355793
958	132.5651381
959	132.5203134
960	132.3586494
961	132.1878084
962	131.9824036
963	131.8003221
964	131.7602033
965	131.7427263
966	131.5984789
967	131.3294889
968	131.2647914
969	131.0541179
970	130.9424202
971	130.7145943
972	130.5039749
973	130.454916
974	130.4167815
975	130.2707726
976	130.1983623
977	130.1349429
978	129.8307633
979	129.7396177
980	129.5200319
981	129.3742733
982	129.2189626
983	128.8862343
984	128.7468157
985	128.5457407
986	128.4074214
987	128.2150922
988	128.0507205
989	127.9493229
990	127.8453474
991	127.6841724
992	127.4935369
993	127.3573904
994	127.1746221
995	127.0993912
996	126.8869966
997	126.8004241
998	126.7400175
999	126.4841662
